FactID,Country,Category,Fact
FACT-0604,Iran,Commonality,The 'Samovar' is a heated metal container traditionally used to boil water for tea in Iranian households.
FACT-0605,France,Selection,"The 'Mont Saint-Michel' is a tidal island and UNESCO site in Normandy, topped by a medieval abbey."
FACT-0606,Germany,Quantitative,"The legal age to buy beer and wine in Germany is 16, while the age for spirits is 18."
FACT-0607,Japan,Action,"In Japan, it is common to bow ('Ojigi') as a way of saying hello, goodbye, or showing gratitude."
FACT-0608,India,Superlative,"The 'Kumbh Mela' is the largest peaceful gathering in the world, where millions of people bathe in sacred rivers."
FACT-0609,Canada,Commonality,The 'Maple Leaf' has been used as a Canadian symbol since the 1700s and appears on the national flag.
FACT-0610,Australia,Feature,The 'Platypus' is one of the few mammals that lays eggs and is native only to eastern Australia.
FACT-0611,US,Action,"During 'Thanksgiving,' Americans traditionally share a large meal that almost always includes roast turkey."
FACT-0612,UK,Superlative,"The 'British Museum' was the first public national museum in the world, established in 1753."
FACT-0613,China,Quantitative,"China has the world's largest high-speed rail network, connecting almost every major city in the country."
FACT-0614,Iran,Feature,The 'Qanat' is an ancient Persian system of underground channels used to transport water to arid areas.
FACT-0615,France,Commonality,The 'Baguette' is a daily staple; French law once regulated the price to ensure everyone could afford bread.
FACT-0616,Germany,Selection,The 'Cologne Cathedral' (Kölner Dom) is a masterpiece of High Gothic architecture and a UNESCO World Heritage site.
FACT-0617,Japan,Feature,"The 'Shinkansen' (Bullet Train) is world-famous for its punctuality, with average delays measured in seconds."
FACT-0618,India,Action,"In India, many people remove their shoes before entering a home or a place of worship as a sign of respect."
FACT-0619,Canada,Selection,The 'Yukon' territory is famous for the Klondike Gold Rush and for being one of the best places to see the Aurora Borealis.
FACT-0620,Australia,Commonality,"The 'Barbecue' (Barbie) is a staple of Australian social life, often held in public parks with free electric grills."
FACT-0621,US,Superlative,The 'Statue of Liberty' was a gift from the people of France to the US to celebrate the centennial of independence.
FACT-0622,UK,Feature,The 'Black Cab' is an iconic symbol of London; drivers must pass a rigorous test called 'The Knowledge'.
FACT-0623,China,Action,"In China, giving a 'Hongbao' (red envelope) with money is a traditional gift for weddings and the Lunar New Year."
FACT-0624,Iran,Selection,The 'Persepolis' was the ceremonial capital of the Achaemenid Empire and is one of the world's great archaeological sites.
FACT-0625,France,Quantitative,"France is the world's most popular tourist destination, receiving over 80 million visitors annually."
FACT-0626,Germany,Commonality,The 'Pfand' system in Germany involves a deposit on bottles that is returned when the consumer recycles them.
FACT-0627,Japan,Commonality,The 'Bento' is a single-portion takeout or home-packed meal that is a fundamental part of Japanese daily life.
FACT-0628,India,Feature,"The 'Bengal Tiger' is the national animal of India and is a symbol of power, agility, and grace."
FACT-0629,Canada,Action,"In Canada, it is traditional to wear a 'Poppy' on Remembrance Day (Nov 11) to honor military veterans."
FACT-0630,Australia,Feature,The 'Didgeridoo' is an ancient wind instrument made from eucalyptus branches hollowed out by termites.
FACT-0631,US,Selection,The 'Grand Canyon' in Arizona is a 277-mile long gorge carved by the Colorado River over millions of years.
FACT-0632,UK,Action,"In the UK, it is common to say 'Cheers' to mean 'Thank you' or 'Goodbye' in casual conversation."
FACT-0633,China,Commonality,"The 'Great Wall' is not a single continuous wall, but a series of fortifications built across different dynasties."
FACT-0634,Iran,Action,"In Iran, the 'Taarof' system is a complex social etiquette of politeness where people may decline offers out of modesty."
FACT-0635,France,Feature,The 'Eiffel Tower' was built for the 1889 World's Fair and was the tallest man-made structure until 1930.
FACT-0636,Germany,Superlative,"The 'Oktoberfest' in Munich is the largest beer festival in the world, attracting over 6 million visitors."
FACT-0637,Japan,Selection,The 'Gion District' in Kyoto is the most famous neighborhood for Geisha culture and traditional wooden houses.
FACT-0638,India,Commonality,"The 'Namaste' greeting, with palms pressed together, is the traditional way to show respect in India."
FACT-0639,Canada,Quantitative,"Canada is the second-largest country in the world by land area, after Russia."
FACT-0640,Australia,Superlative,The 'Sydney Opera House' is a UNESCO World Heritage site and one of the most recognizable buildings of the 20th century.
FACT-0641,US,Commonality,"The 'Drive-thru' is an American innovation, allowing customers to buy food or even use a bank without leaving their car."
FACT-0642,UK,Feature,"The 'Union Jack' combines the crosses of the patron saints of England, Scotland, and Ireland."
FACT-0643,China,Quantitative,"China has the world's largest population, with over 1.4 billion people as of the early 2020s."
FACT-0644,Iran,Feature,The 'Persian Carpet' is world-renowned for its intricate hand-knotted designs and use of natural dyes.
FACT-0645,France,Selection,"The 'Bordeaux' region is world-famous for its wine production and has more than 100,000 hectares of vineyards."
FACT-0646,Germany,Feature,The 'Autobahn' is famous for having no federally mandated speed limit on approximately 70% of its network.
FACT-0647,Japan,Commonality,"Vending machines are ubiquitous in Japan, selling everything from hot coffee to fresh umbrellas."
FACT-0648,India,Quantitative,"India has 22 officially recognized languages, with Hindi and English being the primary official languages."
FACT-0649,Canada,Feature,The 'Totem Pole' is a monumental sculpture carved from large trees by Indigenous peoples of the Pacific Northwest.
FACT-0650,Australia,Action,"In Australia, it is common to wave to other drivers on rural roads, a gesture known as the 'Country Wave'."
FACT-0651,US,Feature,"The 'National Parks System' was established in 1916 to protect sites like Yellowstone, the world's first national park."
FACT-0652,UK,Selection,The 'White Cliffs of Dover' are iconic chalk cliffs that form part of the English coastline facing the Strait of Dover.
FACT-0653,China,Commonality,"The 'Dragon' is a symbol of power, strength, and good luck in Chinese culture, traditionally associated with the Emperor."
FACT-0654,Iran,Action,"During 'Nowruz,' Iranians set a 'Haft-Sin' table with seven items starting with the letter 'S' to symbolize rebirth."
FACT-0655,France,Commonality,"The 'Beret' is a soft, round, flat-crowned hat that became a stereotypical symbol of French identity in the 19th century."
FACT-0656,Germany,Action,"In Germany, it is traditional for people to celebrate 'Namenstag' (Name Day), the feast day of the saint they are named after."
FACT-0657,Japan,Selection,"The 'Itsukushima Shrine' is famous for its 'floating' torii gate, which appears to stand in the sea during high tide."
FACT-0658,India,Feature,"The 'Saree' is a garment consisting of a 5 to 9-yard long cloth draped in various styles, most commonly the Nivi drape."
FACT-0659,Canada,Quantitative,"Canada is home to approximately 60% of the world's wild polar bear population, mostly in the northern territories."
FACT-0660,Australia,Commonality,"'Vegemite' is a thick, dark brown food spread made from leftover brewers' yeast extract and is a staple in Australian homes."
FACT-0661,US,Action,"In the US, it is customary to stand and remove hats during the playing of 'The Star-Spangled Banner' at public events."
FACT-0662,UK,Feature,The 'Highland Games' are traditional events held in Scotland to celebrate Scottish and Celtic culture and heritage.
FACT-0663,China,Selection,The 'Bund' in Shanghai is a famous waterfront area showcasing colonial-era buildings alongside ultra-modern skyscrapers.
FACT-0664,Iran,Commonality,"Persian food often uses 'Zereshk' (dried barberries) to add a sour, fruity flavor to rice dishes like Zereshk Polo."
FACT-0665,France,Quantitative,"France produces over 1,600 distinct types of cheese, categorized by their production methods and milk source."
FACT-0666,Germany,Superlative,"The 'Ulm Minster' in Germany has the tallest church steeple in the world, measuring 161.5 meters."
FACT-0667,Japan,Action,"In Japan, many people visit shrines on 'Hatsumode,' the first Shinto shrine visit of the Japanese New Year."
FACT-0668,India,Commonality,"'Paan' is a preparation combining betel leaf with areca nut, often chewed as a palate cleanser or breath freshener in India."
FACT-0669,Canada,Feature,"The 'Maple Leaf' on the Canadian flag has eleven points, a design chosen because it remains legible when the flag is flapping."
FACT-0670,Australia,Selection,The 'Blue Mountains' in New South Wales are a rugged region known for dramatic scenery and a blue haze caused by eucalyptus oil.
FACT-0671,US,Selection,"'Mount Rushmore' in South Dakota features the carved heads of four US presidents: Washington, Jefferson, Roosevelt, and Lincoln."
FACT-0672,UK,Commonality,"The 'Afternoon Tea' tradition was popularized in the 1840s by Anna, the Duchess of Bedford, to bridge the gap between meals."
FACT-0673,China,Feature,"The 'Pipa' is a four-stringed, pear-shaped Chinese musical instrument that has been played for over 2,000 years."
FACT-0674,Iran,Superlative,The 'Bazaar of Tabriz' is one of the oldest bazaars in the Middle East and the largest covered bazaar in the world.
FACT-0675,France,Action,"In France, it is common to serve 'Digestifs' like Cognac or Armagnac after a long meal to aid digestion."
FACT-0676,Germany,Selection,The 'Sanssouci Palace' in Potsdam was the summer palace of Frederick the Great and is a masterpiece of Rococo architecture.
FACT-0677,Japan,Commonality,"The 'Yukata' is a casual, summer version of the kimono, frequently worn at festivals and traditional inns (ryokan)."
